filename,true_label,prediction,is_correct
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/deti-igraut-na-detskoy-ploshadke.mp3,0,0,1
normal/Маршала Тимошенко улица 7.m4a,0,0,1
normal/Маршала Тимошенко улица 7.m4a,0,0,1
normal/Маршала Тимошенко улица 7.m4a,0,0,1
normal/Маршала Тимошенко улица 7.m4a,0,0,1
normal/Untitled copy 3.m4a,0,0,1
normal/Untitled copy 3.m4a,0,0,1
normal/Untitled copy 3.m4a,0,0,1
normal/Untitled copy 3.m4a,0,0,1
normal/Untitled copy 3.m4a,0,0,1
normal/Untitled copy 3.m4a,0,0,1
normal/Untitled copy 3.m4a,0,0,1
normal/Untitled copy 2.m4a,0,0,1
normal/Untitled copy 2.m4a,0,0,1
normal/Untitled copy 2.m4a,0,0,1
normal/Маршала Тимошенко улица 2.m4a,0,0,1
normal/Маршала Тимошенко улица 2.m4a,0,0,1
normal/Маршала Тимошенко улица 2.m4a,0,0,1
normal/peremena1.mp3,0,0,1
normal/peremena1.mp3,0,0,1
normal/peremena1.mp3,0,0,1
normal/peremena1.mp3,0,0,1
normal/peremena1.mp3,0,0,1
normal/школа6 (mp3cut.net) copy 2.m4a,0,0,1
normal/школа6 (mp3cut.net) copy 2.m4a,0,0,1
normal/школа6 (mp3cut.net) copy 2.m4a,0,0,1
normal/школа6 (mp3cut.net) copy 2.m4a,0,0,1
normal/школа6 (mp3cut.net) copy 2.m4a,0,0,1
normal/школа6 (mp3cut.net) copy 2.m4a,0,0,1
normal/школа6 (mp3cut.net) copy 2.m4a,0,0,1
normal/школа6 (mp3cut.net) copy 2.m4a,0,0,1
normal/школа6 (mp3cut.net) copy 2.m4a,0,0,1
normal/школа6 (mp3cut.net) copy 2.m4a,0,0,1
normal/1щзз.m4a,0,1,0
normal/1щзз.m4a,0,1,0
normal/1щзз.m4a,0,0,1
normal/1щзз.m4a,0,1,0
normal/Untitled copy 10.m4a,0,1,0
normal/Untitled copy 10.m4a,0,1,0
normal/Untitled copy 11.m4a,0,0,1
normal/Untitled copy 11.m4a,0,0,1
normal/Untitled copy.m4a,0,0,1
normal/Untitled copy.m4a,0,0,1
normal/Untitled copy.m4a,0,0,1
normal/Untitled copy.m4a,0,0,1
normal/ллт.m4a,0,0,1
normal/ллт.m4a,0,0,1
normal/ллт.m4a,0,0,1
normal/ллт.m4a,0,0,1
normal/ллт.m4a,0,0,1
normal/ллт.m4a,0,0,1
normal/ллт.m4a,0,0,1
normal/ллт.m4a,0,0,1
normal/ллт.m4a,0,0,1
normal/ллт.m4a,0,0,1
normal/ллт.m4a,0,0,1
normal/ллт.m4a,0,0,1
normal/ллт.m4a,0,0,1
normal/ллт.m4a,0,0,1
normal/Untitled3.m4a,0,0,1
normal/Untitled3.m4a,0,0,1
normal/л.m4a,0,0,1
normal/л.m4a,0,0,1
normal/л.m4a,0,0,1
normal/л.m4a,0,0,1
normal/л.m4a,0,0,1
normal/л.m4a,0,0,1
normal/л.m4a,0,0,1
normal/школа2 (mp3cut.net).m4a,0,1,0
normal/школа2 (mp3cut.net).m4a,0,1,0
normal/школа2 (mp3cut.net).m4a,0,1,0
normal/школа2 (mp3cut.net).m4a,0,0,1
normal/школа2 (mp3cut.net).m4a,0,0,1
normal/koridor_v_shkole.mp3,0,0,1
normal/koridor_v_shkole.mp3,0,0,1
normal/koridor_v_shkole.mp3,0,0,1
normal/koridor_v_shkole.mp3,0,0,1
normal/koridor_v_shkole.mp3,0,0,1
normal/koridor_v_shkole.mp3,0,0,1
normal/koridor_v_shkole.mp3,0,0,1
normal/koridor_v_shkole.mp3,0,0,1
normal/koridor_v_shkole.mp3,0,0,1
normal/koridor_v_shkole.mp3,0,0,1
normal/koridor_v_shkole.mp3,0,0,1
normal/Untitled2.m4a,0,0,1
normal/Untitled2.m4a,0,0,1
normal/Untitled2.m4a,0,0,1
normal/Маршала Тимошенко улица 6 copy.m4a,0,0,1
normal/Маршала Тимошенко улица 6 copy.m4a,0,1,0
normal/Маршала Тимошенко улица 6 copy.m4a,0,1,0
normal/олт.m4a,0,0,1
normal/Screen Recording 2026-05-28 at 23.50.09.m4a,0,0,1
normal/Screen Recording 2026-05-28 at 23.50.09.m4a,0,0,1
normal/Screen Recording 2026-05-28 at 23.50.09.m4a,0,0,1
normal/Screen Recording 2026-05-28 at 23.50.09.m4a,0,0,1
normal/Screen Recording 2026-05-28 at 23.50.09.m4a,0,0,1
normal/Screen Recording 2026-05-28 at 23.50.09.m4a,0,0,1
normal/Screen Recording 2026-05-28 at 23.50.09.m4a,0,0,1
normal/Screen Recording 2026-05-28 at 23.50.09.m4a,0,0,1
normal/Screen Recording 2026-05-28 at 23.50.09.m4a,0,0,1
normal/Screen Recording 2026-05-28 at 23.50.09.m4a,0,0,1
normal/Screen Recording 2026-05-28 at 23.50.09.m4a,0,0,1
normal/Screen Recording 2026-05-28 at 23.50.09.m4a,0,0,1
normal/0528.MP3,0,0,1
normal/0528.MP3,0,0,1
normal/0528.MP3,0,0,1
normal/0528.MP3,0,0,1
normal/0528.MP3,0,0,1
normal/0528.MP3,0,0,1
normal/0528.MP3,0,0,1
normal/0528.MP3,0,0,1
normal/0528.MP3,0,0,1
normal/0528.MP3,0,0,1
normal/skola-16_OpLK6Uy0.m4a,0,0,1
normal/skola-16_OpLK6Uy0.m4a,0,0,1
normal/skola-16_OpLK6Uy0.m4a,0,0,1
normal/skola-16_OpLK6Uy0.m4a,0,0,1
normal/skola-16_OpLK6Uy0.m4a,0,0,1
normal/skola-16_OpLK6Uy0.m4a,0,0,1
normal/skola-16_OpLK6Uy0.m4a,0,0,1
normal/skola-16_OpLK6Uy0.m4a,0,0,1
normal/Untitled5.m4a,0,0,1
normal/Untitled5.m4a,0,0,1
normal/Маршала Тимошенко улица.m4a,0,1,0
normal/Маршала Тимошенко улица.m4a,0,0,1
normal/Маршала Тимошенко улица.m4a,0,1,0
normal/Маршала Тимошенко улица.m4a,0,1,0
normal/Untitled.m4a,0,0,1
normal/Untitled.m4a,0,0,1
normal/Untitled.m4a,0,0,1
normal/Untitled.m4a,0,0,1
normal/Untitled.m4a,0,0,1
normal/назар.m4a,0,0,1
normal/назар.m4a,0,0,1
normal/назар.m4a,0,0,1
normal/назар.m4a,0,0,1
normal/назар.m4a,0,0,1
normal/назар.m4a,0,0,1
normal/назар.m4a,0,0,1
normal/назар.m4a,0,0,1
normal/назар.m4a,0,0,1
normal/назар.m4a,0,0,1
normal/назар.m4a,0,0,1
normal/назар.m4a,0,0,1
normal/назар.m4a,0,0,1
normal/назар.m4a,0,0,1
normal/skola-22_IyR38whE.m4a,0,1,0
normal/skola-22_IyR38whE.m4a,0,0,1
normal/skola-22_IyR38whE.m4a,0,1,0
normal/іш.m4a,0,0,1
normal/іш.m4a,0,0,1
normal/іш.m4a,0,0,1
normal/іш.m4a,0,0,1
normal/іш.m4a,0,0,1
normal/іш.m4a,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/9602718347e1bb3.mp3,0,0,1
normal/Untitledг88.m4a,0,1,0
normal/Untitledг88.m4a,0,1,0
"anomal/Квартиркофф на Тимошенко 13а, 4 комнатные апартаменты.m4a",1,1,1
"anomal/Квартиркофф на Тимошенко 13а, 4 комнатные апартаменты.m4a",1,1,1
"anomal/Квартиркофф на Тимошенко 13а, 4 комнатные апартаменты.m4a",1,1,1
anomal/8.m4a,1,1,1
anomal/8.m4a,1,1,1
anomal/9.m4a,1,1,1
anomal/9.m4a,1,1,1
anomal/школа6 (mp3cut.net) copy.m4a,1,1,1
anomal/школа6 (mp3cut.net) copy.m4a,1,0,0
anomal/школа6 (mp3cut.net) copy.m4a,1,1,1
anomal/школа6 (mp3cut.net) copy.m4a,1,1,1
anomal/woman-crying-2_my2hupno.mp3,1,1,1
anomal/woman-crying-2_my2hupno.mp3,1,1,1
anomal/woman-crying-2_my2hupno.mp3,1,1,1
anomal/010.m4a,1,1,1
anomal/skola-18_RTWcKlKG [vocals].m4a,1,1,1
anomal/коротке.m4a,1,1,1
anomal/audio [vocals]-4.mp3,1,1,1
anomal/мама асі.m4a,1,1,1
anomal/мама асі.m4a,1,1,1
anomal/мама асі.m4a,1,1,1
anomal/мама асі.m4a,1,1,1
anomal/skola17_kRilO15o [vocals].m4a,1,1,1
anomal/Булінг у школі (mp3cut.net)-3.m4a,1,0,0
anomal/Булінг у школі (mp3cut.net)-3.m4a,1,0,0
anomal/тоха.m4a,1,0,0
anomal/тоха.m4a,1,0,0
anomal/тоха.m4a,1,0,0
anomal/тоха.m4a,1,1,1
anomal/тоха.m4a,1,1,1
anomal/тоха.m4a,1,1,1
anomal/Клиника Добробут 2.m4a,1,1,1
anomal/Клиника Добробут 2.m4a,1,1,1
anomal/skola-ni-1_rpoZ03rp [vocals].m4a,1,1,1
anomal/skola-ni-1_rpoZ03rp [vocals].m4a,1,1,1
anomal/Untitled 2.m4a,1,1,1
anomal/Untitled 2.m4a,1,1,1
anomal/skola17_bJw2RUlM.m4a,1,1,1
anomal/New Recording 9.m4a,1,0,0
anomal/New Recording 9.m4a,1,1,1
anomal/Булінг у школі (mp3cut.net)-2.m4a,1,1,1
anomal/skola19_MV7sptOk.m4a,1,1,1
anomal/skola19_MV7sptOk.m4a,1,1,1
anomal/skola19_MV7sptOk.m4a,1,1,1
anomal/skola19_MV7sptOk.m4a,1,1,1
anomal/skola19_MV7sptOk.m4a,1,1,1
anomal/що ти тут робиш.m4a,1,1,1
anomal/0528 (3)(2).MP3,1,0,0
anomal/0528 (3)(2).MP3,1,1,1
anomal/9OJTHjaI.m4a,1,1,1
anomal/9OJTHjaI.m4a,1,1,1
anomal/9OJTHjaI.m4a,1,1,1
anomal/9OJTHjaI.m4a,1,1,1
anomal/neiz_esten-z_uk-placha-zhenschiny-z_uk-plachet-_-sound-effect-woman-crying-sound-cries-.mp3,1,1,1
anomal/neiz_esten-z_uk-placha-zhenschiny-z_uk-plachet-_-sound-effect-woman-crying-sound-cries-.mp3,1,1,1
anomal/neiz_esten-z_uk-placha-zhenschiny-z_uk-plachet-_-sound-effect-woman-crying-sound-cries-.mp3,1,1,1
anomal/neiz_esten-z_uk-placha-zhenschiny-z_uk-plachet-_-sound-effect-woman-crying-sound-cries-.mp3,1,1,1
anomal/neiz_esten-z_uk-placha-zhenschiny-z_uk-plachet-_-sound-effect-woman-crying-sound-cries-.mp3,1,1,1
